IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
141.148.229.226	443	443	TRUE	FRA	Europe	Frankfurt	221	10.38
144.24.169.81	8443	443	TRUE	FRA	Europe	Frankfurt	169	10.38
158.179.189.235	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	133	10.37
150.230.101.125	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	79	10.37
151.145.75.28	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	125	10.36
141.147.96.217	443	443	TRUE	FRA	Europe	Frankfurt	221	10.35
143.47.179.150	443	443	TRUE	FRA	Europe	Frankfurt	229	10.35
140.238.52.81	2083	2083	TRUE	LAX	North America	Los Angeles	261	10.35
151.145.71.40	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	75	10.34
158.179.189.235	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	84	10.33
158.101.92.156	2083	2083	TRUE	LAX	North America	Los Angeles	230	10.33
141.147.186.210	2096	2096	TRUE	SIN	Asia Pacific	Singapore	217	10.33
158.101.70.155	80	80	FALSE	SIN	Asia Pacific	Singapore	157	10.33
150.230.108.135	2086	2086	FALSE	SIN	Asia Pacific	Singapore	154	10.32
151.145.65.203	2095	2095	FALSE	SIN	Asia Pacific	Singapore	159	10.32
141.147.118.188	443	443	TRUE	FRA	Europe	Frankfurt	187	10.31
150.230.107.197	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	192	10.3
141.148.246.187	443	443	TRUE	FRA	Europe	Frankfurt	175	10.29
141.148.242.213	443	443	TRUE	FRA	Europe	Frankfurt	200	10.29
141.147.179.64	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	124	10.29
158.101.200.177	443	443	TRUE	FRA	Europe	Frankfurt	162	10.29
140.83.36.42	2087	2087	TRUE	SIN	Asia Pacific	Singapore	195	10.29
168.138.205.38	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	172	10.26
89.168.77.146	443	443	TRUE	FRA	Europe	Frankfurt	235	10.26
141.147.174.190	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	87	10.26
138.2.14.209	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	134	10.25
140.238.41.167	2087	2087	TRUE	SIN	Asia Pacific	Singapore	203	10.25
141.148.242.221	443	443	TRUE	FRA	Europe	Frankfurt	181	10.24
168.138.211.217	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	81	10.24
140.238.36.216	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	92	10.24
193.122.49.220	443	443	TRUE	FRA	Europe	Frankfurt	179	10.21
168.138.212.40	2086	2086	FALSE	SIN	Asia Pacific	Singapore	200	10.21
168.138.211.131	80	80	FALSE	SIN	Asia Pacific	Singapore	172	10.21
140.238.62.12	2087	2087	TRUE	SIN	Asia Pacific	Singapore	199	10.2
140.238.32.238	2087	2087	TRUE	SIN	Asia Pacific	Singapore	195	10.2
168.138.207.64	2086	2086	FALSE	SIN	Asia Pacific	Singapore	213	10.2
138.2.31.68	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	138	10.19
158.179.178.142	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	126	10.19
168.138.200.159	2082	2082	FALSE	SIN	Asia Pacific	Singapore	153	10.18
158.101.68.100	2052	2052	FALSE	SIN	Asia Pacific	Singapore	154	10.18
141.144.197.120	443	443	TRUE	FRA	Europe	Frankfurt	193	10.18
158.101.68.100	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	195	10.17
168.138.206.236	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	229	10.17
138.2.20.230	80	80	FALSE	NRT	Asia Pacific	Tokyo	83	10.17
140.238.32.184	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	92	10.17
141.147.73.120	443	443	TRUE	FRA	Europe	Frankfurt	190	10.17
138.2.19.122	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	141	10.16
146.56.151.2	8443	443	TRUE	ICN	Asia Pacific	Seoul	152	10.16
138.2.29.250	80	80	FALSE	LAX	North America	Los Angeles	186	10.16
168.138.206.68	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	140	10.15
151.145.65.203	2082	2082	FALSE	LAX	North America	Los Angeles	195	10.15
158.178.144.186	443	443	TRUE	FRA	Europe	Frankfurt	176	10.15
84.235.162.150	443	443	TRUE	FRA	Europe	Frankfurt	174	10.15
140.238.51.184	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	77	10.14
150.230.105.228	80	80	FALSE	HKG	Asia Pacific	Hong Kong	134	10.14
140.238.33.94	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	77	10.14
140.238.44.118	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	203	10.13
152.70.106.13	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	93	10.13
138.2.11.179	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	99	10.13
193.122.53.72	443	443	TRUE	FRA	Europe	Frankfurt	189	10.12
144.24.160.202	443	443	TRUE	FRA	Europe	Frankfurt	182	10.12
141.147.169.195	80	80	FALSE	NRT	Asia Pacific	Tokyo	125	10.12
140.238.52.81	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	96	10.12
132.145.122.95	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	136	10.11
132.145.123.14	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	76	10.11
168.138.213.210	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	226	10.1
168.138.208.164	2096	2096	TRUE	SIN	Asia Pacific	Singapore	172	10.08
89.168.98.103	443	443	TRUE	FRA	Europe	Frankfurt	190	10.08
140.238.82.48	443	443	TRUE	FRA	Europe	Frankfurt	187	10.08
132.145.122.95	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	128	10.06
138.2.18.11	2087	2087	TRUE	SIN	Asia Pacific	Singapore	234	10.06
151.145.74.199	2083	2083	TRUE	SIN	Asia Pacific	Singapore	255	10.05
168.138.205.38	2083	2083	TRUE	LAX	North America	Los Angeles	243	10.04
141.147.160.86	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	97	10.04
158.101.147.4	2083	2083	TRUE	SIN	Asia Pacific	Singapore	164	10.03
168.138.212.74	2053	2053	TRUE	SIN	Asia Pacific	Singapore	158	10.03
140.238.61.224	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	92	10.03
138.2.15.8	80	80	FALSE	NRT	Asia Pacific	Tokyo	82	10.03
130.162.215.185	443	443	TRUE	FRA	Europe	Frankfurt	177	10.02
168.138.212.175	2083	2083	TRUE	SIN	Asia Pacific	Singapore	281	10.02
158.178.144.132	443	443	TRUE	FRA	Europe	Frankfurt	171	10.02
152.70.103.145	2053	2053	TRUE	LAX	North America	Los Angeles	233	10.02
152.70.106.185	2082	2082	FALSE	LAX	North America	Los Angeles	228	10.01
168.138.211.131	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	159	10.01
150.230.98.39	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	81	10
151.145.75.28	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	86	9.99
140.83.36.42	2083	2083	TRUE	LAX	North America	Los Angeles	193	9.98
158.179.186.234	8080	8080	FALSE	SIN	Asia Pacific	Singapore	210	9.98
144.21.32.193	2087	443	TRUE	AMS	Europe	Amsterdam	187	9.98
168.138.198.202	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	91	9.98
89.168.88.249	443	443	TRUE	FRA	Europe	Frankfurt	182	9.98
141.144.207.32	443	443	TRUE	FRA	Europe	Frankfurt	176	9.98
168.138.206.236	8080	8080	FALSE	SIN	Asia Pacific	Singapore	157	9.97
141.144.196.102	443	443	TRUE	FRA	Europe	Frankfurt	185	9.97
140.238.39.87	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	175	9.96
141.147.164.123	80	80	FALSE	NRT	Asia Pacific	Tokyo	131	9.96
130.61.23.77	443	443	TRUE	FRA	Europe	Frankfurt	177	9.96
140.238.38.245	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	141	9.96
152.70.176.139	443	443	TRUE	FRA	Europe	Frankfurt	177	9.95
158.179.189.235	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	133	9.94
158.101.69.12	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	124	9.93
150.230.104.197	2087	2087	TRUE	SIN	Asia Pacific	Singapore	150	9.91
141.147.178.202	2053	2053	TRUE	SIN	Asia Pacific	Singapore	169	9.9
141.144.195.64	443	443	TRUE	FRA	Europe	Frankfurt	239	9.89
144.21.52.175	443	443	TRUE	FRA	Europe	Frankfurt	213	9.89
132.145.123.112	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	149	9.88
168.138.211.188	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	198	9.87
141.147.164.123	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	131	9.87
140.238.60.71	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	77	9.86
141.147.167.40	8880	8880	FALSE	SIN	Asia Pacific	Singapore	198	9.86
168.138.215.188	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	130	9.86
168.138.215.188	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	176	9.85
158.101.81.4	2053	2053	TRUE	SIN	Asia Pacific	Singapore	162	9.85
141.147.182.70	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	128	9.84
140.238.36.216	80	80	FALSE	NRT	Asia Pacific	Tokyo	84	9.83
155.248.166.141	2087	2087	TRUE	LAX	North America	Los Angeles	192	9.83
130.162.47.180	443	443	TRUE	FRA	Europe	Frankfurt	191	9.83
158.179.180.233	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	92	9.83
140.83.37.200	2096	2096	TRUE	SIN	Asia Pacific	Singapore	159	9.82
141.147.160.86	80	80	FALSE	LAX	North America	Los Angeles	197	9.82
140.238.32.184	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	122	9.81
158.179.186.234	2053	2053	TRUE	SIN	Asia Pacific	Singapore	159	9.81
151.145.74.199	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	214	9.8
140.238.41.253	80	80	FALSE	HKG	Asia Pacific	Hong Kong	145	9.79
168.138.196.237	2087	2087	TRUE	SIN	Asia Pacific	Singapore	208	9.78
130.162.227.50	443	443	TRUE	FRA	Europe	Frankfurt	188	9.78
150.230.109.138	8443	8443	TRUE	LAX	North America	Los Angeles	244	9.78
150.230.99.173	2053	2053	TRUE	SIN	Asia Pacific	Singapore	158	9.78
158.180.14.207	443	443	TRUE	FRA	Europe	Frankfurt	185	9.77
168.138.198.202	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	94	9.76
140.83.37.145	2082	2082	FALSE	LAX	North America	Los Angeles	190	9.76
141.147.164.54	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	92	9.74
168.138.211.131	8443	8443	TRUE	SIN	Asia Pacific	Singapore	239	9.74
132.145.231.55	443	443	TRUE	FRA	Europe	Frankfurt	167	9.73
140.238.62.12	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	164	9.73
141.147.169.195	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	115	9.72
150.230.107.197	2083	2083	TRUE	SIN	Asia Pacific	Singapore	186	9.72
138.2.6.15	8443	8443	TRUE	SIN	Asia Pacific	Singapore	158	9.72
132.145.123.14	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	91	9.72
158.101.206.70	8443	443	TRUE	AMS	Europe	Amsterdam	191	9.71
150.230.105.228	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	143	9.71
132.145.125.165	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	127	9.71
150.230.107.197	8443	8443	TRUE	LAX	North America	Los Angeles	234	9.7
143.47.188.164	443	443	TRUE	FRA	Europe	Frankfurt	174	9.7
141.147.168.13	2053	2053	TRUE	LAX	North America	Los Angeles	238	9.68
158.179.182.19	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	149	9.68
158.179.189.106	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	79	9.68
158.101.69.144	2086	2086	FALSE	SIN	Asia Pacific	Singapore	156	9.68
150.230.113.105	443	443	TRUE	FRA	Europe	Frankfurt	199	9.68
141.147.162.204	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	157	9.67
138.2.7.72	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	196	9.67
168.138.209.84	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	165	9.67
140.238.39.87	2087	2087	TRUE	LAX	North America	Los Angeles	278	9.66
150.230.109.138	2083	2083	TRUE	SIN	Asia Pacific	Singapore	151	9.66
151.145.69.105	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	182	9.66
140.238.32.184	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	133	9.65
168.138.212.40	80	80	FALSE	LAX	North America	Los Angeles	185	9.64
144.21.32.193	2053	443	TRUE	AMS	Europe	Amsterdam	168	9.64
130.162.37.61	443	443	TRUE	FRA	Europe	Frankfurt	177	9.63
141.147.166.189	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	160	9.62
140.238.34.208	2082	2082	FALSE	LAX	North America	Los Angeles	200	9.62
141.148.245.203	443	443	TRUE	FRA	Europe	Frankfurt	240	9.61
140.238.51.89	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	209	9.61
141.147.183.96	2096	2096	TRUE	SIN	Asia Pacific	Singapore	168	9.6
140.238.40.136	8443	8443	TRUE	LAX	North America	Los Angeles	193	9.59
141.147.164.123	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	125	9.59
84.235.165.24	443	443	TRUE	FRA	Europe	Frankfurt	223	9.58
168.138.202.145	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	128	9.58
140.238.29.117	443	80	FALSE	LAX	North America	Los Angeles	127	9.57
140.238.38.245	80	80	FALSE	NRT	Asia Pacific	Tokyo	82	9.55
138.2.14.248	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	186	9.55
141.145.206.16	8443	443	TRUE	CDG	Europe	Paris	183	9.55
151.145.65.203	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	194	9.53
158.179.178.142	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	138	9.52
130.162.38.94	443	443	TRUE	FRA	Europe	Frankfurt	179	9.52
168.138.207.64	2082	2082	FALSE	SIN	Asia Pacific	Singapore	172	9.51
158.101.69.144	8443	8443	TRUE	LAX	North America	Los Angeles	193	9.51
138.2.6.15	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	190	9.5
132.145.123.143	80	80	FALSE	SIN	Asia Pacific	Singapore	195	9.5
158.178.158.72	443	443	TRUE	FRA	Europe	Frankfurt	247	9.49
141.147.63.119	443	443	TRUE	FRA	Europe	Frankfurt	169	9.48
168.138.200.155	2095	2095	FALSE	LAX	North America	Los Angeles	200	9.48
140.238.59.255	8880	8880	FALSE	SIN	Asia Pacific	Singapore	161	9.48
150.230.107.94	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	107	9.47
168.138.211.188	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	191	9.47
138.2.24.114	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	83	9.47
141.147.181.148	8880	8880	FALSE	LAX	North America	Los Angeles	180	9.46
193.122.13.139	443	443	TRUE	FRA	Europe	Frankfurt	165	9.46
141.148.228.8	443	443	TRUE	FRA	Europe	Frankfurt	202	9.45
150.230.104.197	2053	2053	TRUE	SIN	Asia Pacific	Singapore	221	9.45
151.145.75.28	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	124	9.45
138.2.7.72	2053	2053	TRUE	SIN	Asia Pacific	Singapore	161	9.45
143.47.234.43	443	443	TRUE	FRA	Europe	Frankfurt	173	9.44
141.147.50.143	443	443	TRUE	FRA	Europe	Frankfurt	197	9.44
144.24.177.135	443	443	TRUE	FRA	Europe	Frankfurt	178	9.43
151.145.75.28	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	93	9.43
138.2.14.164	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	97	9.41
158.178.153.88	443	443	TRUE	FRA	Europe	Frankfurt	237	9.41
152.70.111.251	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	89	9.41
141.144.204.194	443	443	TRUE	FRA	Europe	Frankfurt	187	9.41
141.148.238.161	443	443	TRUE	FRA	Europe	Frankfurt	176	9.41
150.230.107.94	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	123	9.41
168.138.208.17	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	104	9.4
150.230.99.173	2096	2096	TRUE	LAX	North America	Los Angeles	205	9.4
138.2.12.32	2083	2083	TRUE	SIN	Asia Pacific	Singapore	209	9.39
141.147.169.195	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	90	9.39
89.168.71.64	443	443	TRUE	FRA	Europe	Frankfurt	182	9.39
89.168.90.246	443	443	TRUE	FRA	Europe	Frankfurt	178	9.38
140.238.60.71	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	101	9.38
168.138.207.64	2082	2082	FALSE	SIN	Asia Pacific	Singapore	162	9.36
150.230.108.135	8880	8880	FALSE	LAX	North America	Los Angeles	182	9.35
140.238.54.149	2096	2096	TRUE	SIN	Asia Pacific	Singapore	159	9.35
141.144.192.8	443	443	TRUE	FRA	Europe	Frankfurt	206	9.34
138.2.8.232	2053	2053	TRUE	LAX	North America	Los Angeles	231	9.33
168.138.197.222	8880	8880	FALSE	LAX	North America	Los Angeles	207	9.32
143.47.255.185	443	443	TRUE	FRA	Europe	Frankfurt	175	9.32
132.145.123.112	2053	2053	TRUE	SIN	Asia Pacific	Singapore	148	9.32
138.2.14.248	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	190	9.32
152.70.106.21	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	82	9.32
150.230.121.153	443	443	TRUE	FRA	Europe	Frankfurt	179	9.31
150.230.109.252	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	78	9.31
168.138.198.202	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	99	9.3
138.2.29.250	2096	2096	TRUE	SIN	Asia Pacific	Singapore	191	9.29
140.238.35.78	2096	2096	TRUE	SIN	Asia Pacific	Singapore	239	9.27
168.138.200.155	2082	2082	FALSE	LAX	North America	Los Angeles	235	9.26
140.238.48.97	2082	2082	FALSE	LAX	North America	Los Angeles	194	9.26
143.47.248.117	443	443	TRUE	FRA	Europe	Frankfurt	179	9.26
141.147.191.132	2053	2053	TRUE	SIN	Asia Pacific	Singapore	178	9.26
158.179.188.159	2053	2053	TRUE	SIN	Asia Pacific	Singapore	214	9.26
141.147.164.54	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	130	9.26
138.2.20.48	80	80	FALSE	NRT	Asia Pacific	Tokyo	78	9.25
141.147.175.230	80	80	FALSE	HKG	Asia Pacific	Hong Kong	154	9.25
84.235.172.49	443	443	TRUE	FRA	Europe	Frankfurt	197	9.24
138.2.12.32	2052	2052	FALSE	LAX	North America	Los Angeles	187	9.23
168.138.207.64	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	184	9.23
140.238.61.224	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	156	9.23
141.147.178.115	2095	2095	FALSE	LAX	North America	Los Angeles	235	9.23
138.2.14.248	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	136	9.21
140.238.32.184	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	102	9.21
168.138.202.145	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	126	9.21
141.147.168.13	80	80	FALSE	LAX	North America	Los Angeles	229	9.19
138.2.24.114	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	91	9.19
84.235.171.11	443	443	TRUE	FRA	Europe	Frankfurt	175	9.17
158.179.188.7	2083	2083	TRUE	LAX	North America	Los Angeles	279	9.16
138.2.19.122	2095	2095	FALSE	LAX	North America	Los Angeles	190	9.16
151.145.74.199	8880	8880	FALSE	SIN	Asia Pacific	Singapore	208	9.16
151.145.71.127	8880	8880	FALSE	LAX	North America	Los Angeles	241	9.16
158.179.182.19	2087	2087	TRUE	SIN	Asia Pacific	Singapore	170	9.15
150.230.97.239	8880	8880	FALSE	SIN	Asia Pacific	Singapore	147	9.15
158.179.186.234	2087	2087	TRUE	SIN	Asia Pacific	Singapore	195	9.15
140.238.46.138	80	80	FALSE	NRT	Asia Pacific	Tokyo	86	9.13
151.145.66.219	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	91	9.13
141.147.182.70	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	93	9.13
140.238.54.184	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	86	9.12
141.148.224.190	443	443	TRUE	FRA	Europe	Frankfurt	205	9.11
138.2.18.11	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	179	9.11
150.230.107.197	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	147	9.1
140.238.60.177	2083	2083	TRUE	SIN	Asia Pacific	Singapore	156	9.1
138.2.20.48	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	130	9.09
89.168.110.55	443	443	TRUE	FRA	Europe	Frankfurt	179	9.07
132.145.123.143	2095	2095	FALSE	SIN	Asia Pacific	Singapore	201	9.05
158.179.191.14	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	78	9.05
150.230.108.135	2087	2087	TRUE	LAX	North America	Los Angeles	184	9.04
140.238.35.78	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	153	9.04
140.238.82.48	443	443	TRUE	FRA	Europe	Frankfurt	186	9.03
158.179.176.239	2087	2087	TRUE	LAX	North America	Los Angeles	240	9.02
138.2.13.133	2052	2052	FALSE	SIN	Asia Pacific	Singapore	153	9.01
140.238.59.255	2083	2083	TRUE	SIN	Asia Pacific	Singapore	220	8.99
150.230.106.21	2095	2095	FALSE	SIN	Asia Pacific	Singapore	203	8.98
168.138.206.109	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	91	8.98
168.138.217.146	2053	2053	TRUE	LAX	North America	Los Angeles	224	8.98
89.168.100.98	443	443	TRUE	FRA	Europe	Frankfurt	206	8.98
141.144.192.142	443	443	TRUE	FRA	Europe	Frankfurt	177	8.97
141.147.181.148	2095	2095	FALSE	SIN	Asia Pacific	Singapore	166	8.96
168.138.198.202	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	90	8.96
141.147.168.159	80	80	FALSE	LAX	North America	Los Angeles	202	8.96
152.70.111.251	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	86	8.95
150.230.104.197	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	129	8.95
130.61.109.6	2053	443	TRUE	FRA	Europe	Frankfurt	186	8.95
140.238.39.21	2087	2087	TRUE	SIN	Asia Pacific	Singapore	162	8.94
152.70.106.195	2082	2082	FALSE	LAX	North America	Los Angeles	230	8.94
158.101.222.24	443	443	TRUE	FRA	Europe	Frankfurt	186	8.94
138.2.13.133	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	131	8.93
158.178.159.80	443	443	TRUE	FRA	Europe	Frankfurt	172	8.93
140.238.35.195	2087	2087	TRUE	SIN	Asia Pacific	Singapore	150	8.92
141.144.246.137	443	443	TRUE	FRA	Europe	Frankfurt	191	8.92
141.144.195.176	443	443	TRUE	FRA	Europe	Frankfurt	183	8.91
140.238.41.253	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	152	8.9
168.138.206.109	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	137	8.89
140.238.35.78	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	148	8.89
138.2.6.15	2086	2086	FALSE	LAX	North America	Los Angeles	243	8.87
158.101.65.24	8880	8880	FALSE	LAX	North America	Los Angeles	233	8.87
168.138.214.62	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	155	8.87
140.238.51.89	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	127	8.85
158.179.186.138	2087	2087	TRUE	LAX	North America	Los Angeles	304	8.85
